"root","k","band","br","F","st","lat","E","D","P"
"lac","疲","basic","0","16","10","3","0.3","10","-1.923"
"lakt","乳","basic","0","48","8","4","0.5","8","-3.242"
"larĝ","宽","basic","0","29","10","4","0.4","10","-2.521"
"lav","洗","basic","0","39","9","3","0.333","9","-2.889"
"lig","结","basic","0","49","9","3","0.333","9","-3.112"
"lud","玩","basic","0","87","8","3","0.375","8","-3.79"
"mark","标","basic","0","37","9","4","0.444","9","-2.871"
"mez","中","basic","0","91","4","3","0.75","4","-4.347"
"minut","分","basic","0","7","4","5","1.25","4","-2.054"
"monat","月","basic","0","26","4","5","1.25","4","-3.271"
"natur","然","basic","0","66","12","5","0.417","12","-3.13"
"naz","鼻","basic","0","37","14","3","0.214","14","-2.302"
"neĝ","雪","basic","0","51","11","3","0.273","11","-2.933"
"nokt","夜","basic","0","61","8","4","0.5","8","-3.477"
"nub","云","basic","0","24","4","3","0.75","4","-3.044"
"onkl","叔","basic","0","6","8","4","0.5","8","-1.296"
"opini","想","basic","0","23","13","5","0.385","13","-1.994"
"orel","耳","basic","0","33","6","4","0.667","6","-3.126"
"pan","面包","basic","0","54","14","3","0.214","14","-2.672"
"paper","纸","basic","0","89","7","5","0.714","7","-4.014"
"pardon","恕","basic","0","11","10","6","0.6","10","-1.665"
"plor","哭","basic","0","18","10","4","0.4","10","-2.064"
"pluv","雨","basic","0","52","8","4","0.5","8","-3.32"
"pret","备","basic","0","28","8","4","0.5","8","-2.717"
"printemp","春","basic","0","11","9","8","0.889","9","-1.852"
"ripoz","休","basic","0","12","6","5","0.833","6","-2.215"
"river","河","basic","0","25","8","5","0.625","8","-2.646"
"romp","破","basic","0","69","10","4","0.4","10","-3.368"
"salut","问","basic","0","15","6","5","0.833","6","-2.422"
"san","健","basic","0","91","10","3","0.3","10","-3.612"
"sat","饱","basic","0","27","8","3","0.375","8","-2.645"
"seĝ","椅","basic","0","34","12","3","0.25","12","-2.43"
"serv","务","basic","0","81","5","4","0.8","5","-4.147"
"silent","默","basic","0","25","16","6","0.375","16","-1.771"
"ŝip","船","basic","0","118","11","3","0.273","11","-3.761"
"somer","夏","basic","0","30","10","5","0.5","10","-2.584"
"ŝton","石","basic","0","95","5","4","0.8","5","-4.304"
"strat","街","basic","0","29","12","5","0.417","12","-2.326"
"sufiĉ","够","basic","0","13","11","5","0.455","11","-1.676"
"tranĉ","切","basic","0","52","4","5","1.25","4","-3.945"
"tuŝ","触","basic","0","40","13","3","0.231","13","-2.483"
"util","益","basic","0","28","10","4","0.4","10","-2.487"
"vend","卖","basic","0","59","8","4","0.5","8","-3.444"
"verd","绿","basic","0","49","11","4","0.364","11","-2.921"
"vintr","冬","basic","0","25","5","5","1","5","-3.058"
"vok","呼","basic","0","29","8","3","0.375","8","-2.714"
"zorg","护","basic","0","28","7","4","0.571","7","-2.839"
"ag","办","basic","0","55","4","2","0.5","4","-3.775"
"ating","到","basic","0","11","8","5","0.625","8","-1.872"
"ban","浴","basic","0","42","10","3","0.3","10","-2.851"
"decid","决","basic","0","37","6","5","0.833","6","-3.287"
"ekzist","存","basic","0","14","6","6","1","6","-2.408"
"fiks","定","basic","0","38","8","4","0.5","8","-3.014"
"flu","流","basic","0","85","10","3","0.3","10","-3.544"
"grup","团","basic","0","26","6","4","0.667","6","-2.896"
"instru","教","basic","0","40","11","6","0.545","11","-2.777"
"invit","邀","basic","0","14","16","5","0.312","16","-1.202"
"klas","级","basic","0","30","6","4","0.667","6","-3.034"
"mol","软","basic","0","40","8","3","0.375","8","-3.026"
"paĝ","页","basic","0","15","6","3","0.5","6","-2.323"
"pend","挂","basic","0","43","9","4","0.444","9","-3.017"
"pez","重","basic","0","50","9","3","0.333","9","-3.132"
"plaĉ","悦","basic","0","13","10","4","0.4","10","-1.759"
"poŝt","邮","basic","0","56","7","4","0.571","7","-3.514"
"puŝ","推","basic","0","48","11","3","0.273","11","-2.874"
"saĝ","智","basic","0","22","12","3","0.25","12","-2.01"
"ŝat","喜","basic","0","15","12","3","0.25","12","-1.648"
"simil","似","basic","0","16","6","5","0.833","6","-2.483"
"stud","研","basic","0","19","9","4","0.444","9","-2.229"
"sukces","成","basic","0","19","6","6","1","6","-2.696"
"verk","作","basic","0","37","7","4","0.571","7","-3.109"
"vizit","访","basic","0","19","6","5","0.833","6","-2.646"
"dio,Di","神","pejvo","1","0","9","6","0.667","9","0.7"
"precip","主","basic","0","3","5","6","1.2","5","-1.246"
"supr","顶","basic","0","58","8","4","0.5","8","-3.428"
"bedaŭr","憾","basic","0","9","16","6","0.375","16","-0.815"
"gvid","导","basic","0","29","6","4","0.667","6","-3.001"
"miks","混","basic","0","43","11","4","0.364","11","-2.793"
"par","偶","basic","0","32","11","3","0.273","11","-2.478"
"publik","公","basic","0","46","4","6","1.5","4","-3.9"
"spert","验","basic","0","21","10","5","0.5","10","-2.241"
"te","茶","basic","0","41","9","2","0.222","9","-2.904"
"trov","找","basic","0","22","7","4","0.571","7","-2.607"
"venk","胜","basic","0","32","9","4","0.444","9","-2.73"
"volv","卷","basic","0","42","8","4","0.5","8","-3.111"
"afabl","善","basic","0","14","12","5","0.417","12","-1.633"
"ĉeval","马","basic","0","51","3","5","1.667","3","-4.151"
"halt","停","basic","0","31","11","4","0.364","11","-2.475"
"kort","院","basic","0","19","9","4","0.444","9","-2.229"
"postul","求","basic","0","16","7","6","0.857","7","-2.39"
"rimed","法","basic","0","14","8","5","0.625","8","-2.096"
"dat","期","basic","0","49","12","3","0.25","12","-2.787"
"angul","角","basic","0","85","7","5","0.714","7","-3.969"
"apart","独","basic","0","13","9","5","0.556","9","-1.906"
"av","爷","basic","0","10","6","2","0.333","6","-1.898"
"batal","战","basic","0","45","9","5","0.556","9","-3.095"
"bord","岸","basic","0","18","8","4","0.5","8","-2.294"
"brak","臂","basic","0","29","17","4","0.235","17","-1.772"
"bru","噪","basic","0","27","16","3","0.188","16","-1.789"
"ĉapel","帽","basic","0","22","12","5","0.417","12","-2.061"
"ekzempl","例","basic","0","9","8","7","0.875","8","-1.765"
"fajr","火","basic","0","61","4","4","1","4","-4.027"
"fer","铁","basic","0","66","10","3","0.3","10","-3.295"
"fest","庆","basic","0","31","6","4","0.667","6","-3.066"
"frap","敲","basic","0","45","14","4","0.286","14","-2.514"
"gajn","赢","basic","0","11","17","4","0.235","17","-0.855"
"hel","亮","basic","0","27","9","3","0.333","9","-2.532"
"intern","内","basic","0","32","4","6","1.5","4","-3.547"
"just","公","basic","0","18","4","4","1","4","-2.844"
"kol","颈","basic","0","36","11","3","0.273","11","-2.593"
"kutim","习","basic","0","25","3","5","1.667","3","-3.458"
"lign","木","basic","0","51","4","4","1","4","-3.851"
"lini","线","basic","0","85","8","4","0.5","8","-3.804"
"mezur","测","basic","0","57","9","5","0.556","9","-3.327"
"moment","刻","basic","0","13","8","6","0.75","8","-2.064"
"nombr","数","basic","0","78","13","5","0.385","13","-3.185"
"ord","序","basic","0","47","7","3","0.429","7","-3.3"
"ordon","令","basic","0","14","5","5","1","5","-2.508"
"paŝ","步","basic","0","48","7","3","0.429","7","-3.321"
"pen","努","basic","0","15","7","3","0.429","7","-2.201"
"plank","板","basic","0","8","8","5","0.625","8","-1.585"
"plend","诉","basic","0","9","7","5","0.714","7","-1.817"
"plezur","乐","basic","0","13","5","6","1.2","5","-2.499"
"plum","羽","basic","0","34","6","4","0.667","6","-3.155"
"prav","理","basic","0","12","11","4","0.364","11","-1.574"
"profund","深","basic","0","25","11","7","0.636","11","-2.349"
"rond","圆","basic","0","36","10","4","0.4","10","-2.731"
"roz","玫","basic","0","35","8","3","0.375","8","-2.896"
"salt","跳","basic","0","47","13","4","0.308","13","-2.664"
"sang","血","basic","0","86","6","4","0.667","6","-4.066"
"spec","种","basic","0","24","9","4","0.444","9","-2.452"
"staci","站","basic","0","29","10","5","0.5","10","-2.551"
"stat","态","basic","0","41","8","4","0.5","8","-3.088"
"sufer","苦","basic","0","16","8","5","0.625","8","-2.221"
"suker","糖","basic","0","39","16","5","0.312","16","-2.182"
"vagon","厢","basic","0","28","11","5","0.455","11","-2.404"
"vek","醒","basic","0","13","16","3","0.188","16","-1.095"
"veter","气","basic","0","20","4","5","1.25","4","-3.02"
"vilaĝ","村","basic","0","6","7","5","0.714","7","-1.46"
"vitr","玻","basic","0","53","9","4","0.444","9","-3.222"
"produkt","产","basic","0","50","6","7","1.167","6","-3.682"
"prunt","借","basic","0","20","10","5","0.5","10","-2.195"
"rul","卷","basic","0","75","8","3","0.375","8","-3.643"
"aŭt","车","basic","0","61","4","3","0.75","4","-3.952"
"adres","址","basic","0","16","7","5","0.714","7","-2.347"
"amuz","娱","basic","0","11","10","4","0.4","10","-1.605"
"anim","魂","basic","0","33","13","4","0.308","13","-2.319"
"aranĝ","整","basic","0","30","16","5","0.312","16","-1.928"
"arĝent","银","basic","0","10","11","6","0.545","11","-1.461"
"benk","凳","basic","0","10","14","4","0.286","14","-1.084"
"bov","牛","basic","0","37","4","3","0.75","4","-3.463"
"brun","褐","basic","0","28","14","4","0.286","14","-2.053"
"brust","胸","basic","0","30","10","5","0.5","10","-2.584"
"buter","黄油","basic","0","29","19","5","0.263","19","-1.58"
"ĉes","止","basic","0","10","4","3","0.75","4","-2.223"
"ceter","余","basic","0","4","7","5","0.714","7","-1.124"
"danĝer","危","basic","0","13","6","6","1","6","-2.339"
"donac","礼","basic","0","13","5","5","1","5","-2.439"
"dors","背","basic","0","33","9","4","0.444","9","-2.76"
"efektiv","实","basic","0","0","8","7","0.875","8","0.538"
"efik","效","basic","0","34","10","4","0.4","10","-2.675"
"egal","等","basic","0","47","12","4","0.333","12","-2.771"
"estim","尊","basic","0","9","12","5","0.417","12","-1.228"
"flav","黄","basic","0","31","11","4","0.364","11","-2.475"
"foli","叶","basic","0","98","5","4","0.8","5","-4.335"
"font","泉","basic","0","39","9","4","0.444","9","-2.922"
"freŝ","鲜","basic","0","16","14","4","0.286","14","-1.519"
"fund","底","basic","0","23","8","4","0.5","8","-2.528"
"gard","守","basic","0","49","6","4","0.667","6","-3.512"
"genu","膝","basic","0","18","15","4","0.267","15","-1.525"
"glaci","冰","basic","0","42","6","5","0.833","6","-3.411"
"griz","灰","basic","0","21","6","4","0.667","6","-2.691"
"herb","草","basic","0","67","9","4","0.444","9","-3.453"
"horloĝ","钟","basic","0","32","9","6","0.667","9","-2.797"
"ink","墨","basic","0","16","15","3","0.2","15","-1.393"
"insekt","虫","basic","0","19","6","6","1","6","-2.696"
"intenc","意","basic","0","12","13","6","0.462","13","-1.404"
"juĝ","判","basic","0","40","7","3","0.429","7","-3.142"
"kapabl","能","basic","0","29","10","6","0.6","10","-2.581"
"klin","斜","basic","0","38","11","4","0.364","11","-2.673"
"kok","鸡","basic","0","28","7","3","0.429","7","-2.796"
"kompat","怜","basic","0","14","8","6","0.75","8","-2.133"
"konserv","存","basic","0","19","6","7","1.167","6","-2.746"
"kovert","封","basic","0","2","9","6","0.667","9","-0.399"
"krajon","笔","basic","0","15","10","6","0.6","10","-1.953"
"kre","创","basic","0","22","6","3","0.5","6","-2.685"
"kruc","十字","basic","0","59","8","4","0.5","8","-3.444"
"krur","腿","basic","0","18","13","4","0.308","13","-1.737"
"kuk","糕","basic","0","31","16","3","0.188","16","-1.922"
"kuler","勺","basic","0","9","3","5","1.667","3","-2.503"
"kulp","罪","basic","0","22","13","4","0.308","13","-1.928"
"kurac","医","basic","0","40","7","5","0.714","7","-3.228"
"kuz","堂","basic","0","4","11","3","0.273","11","-0.591"
"lag","湖","basic","0","29","12","3","0.25","12","-2.276"
"lang","舌","basic","0","24","6","4","0.667","6","-2.819"
"leĝ","律","basic","0","39","9","3","0.333","9","-2.889"
"lert","巧","basic","0","19","5","4","0.8","5","-2.736"
"lim","界","basic","0","68","9","3","0.333","9","-3.434"
"lun","月","basic","0","35","4","3","0.75","4","-3.409"
"manier","式","basic","0","27","6","6","1","6","-3.032"
"marŝ","步","basic","0","11","7","4","0.571","7","-1.956"
"mastr","主","basic","0","37","5","5","1","5","-3.438"
"mok","嘲","basic","0","18","15","3","0.2","15","-1.504"
"muzik","乐","basic","0","48","5","5","1","5","-3.692"
"numer","号","basic","0","21","5","5","1","5","-2.891"
"objekt","物","basic","0","30","8","6","0.75","8","-2.859"
"ofic","职","basic","0","38","11","4","0.364","11","-2.673"
"ombr","影","basic","0","22","15","4","0.267","15","-1.716"
"ordinar","普","basic","0","19","12","7","0.583","12","-1.971"
"ov","卵","basic","0","41","7","2","0.286","7","-3.123"
"pak","包","basic","0","32","5","3","0.6","5","-3.177"
"plafon","顶","basic","0","4","8","6","0.75","8","-1.034"
"pork","猪","basic","0","18","11","4","0.364","11","-1.954"
"poŝ","袋","basic","0","24","11","3","0.273","11","-2.201"
"prefer","宁","basic","0","10","5","6","1.2","5","-2.258"
"prepar","备","basic","0","14","8","6","0.75","8","-2.133"
"promen","步","basic","0","10","7","6","0.857","7","-1.955"
"promes","诺","basic","0","18","10","6","0.6","10","-2.124"
"radi","射","basic","0","120","10","4","0.4","10","-3.916"
"region","区","basic","0","20","4","6","1.5","4","-3.095"
"reĝ","王","basic","0","39","4","3","0.75","4","-3.514"
"rekt","直","basic","0","38","8","4","0.5","8","-3.014"
"religi","宗","basic","0","27","8","6","0.75","8","-2.757"
"ripet","复","basic","0","13","9","5","0.556","9","-1.906"
"ŝaf","羊","basic","0","27","6","3","0.5","6","-2.882"
"sak","袋","basic","0","46","11","3","0.273","11","-2.832"
"sek","干","basic","0","55","3","3","1","3","-4.025"
"senc","意","basic","0","36","13","4","0.308","13","-2.403"
"serioz","严","basic","0","10","7","6","0.857","7","-1.955"
"ŝlos","锁","basic","0","26","12","4","0.333","12","-2.196"
"spir","息","basic","0","39","10","4","0.4","10","-2.809"
"spirit","灵","basic","0","23","7","6","0.857","7","-2.735"
"ŝtat","国","basic","0","59","8","4","0.5","8","-3.444"
"ŝtel","偷","basic","0","33","11","4","0.364","11","-2.536"
"stel","星","basic","0","46","9","4","0.444","9","-3.083"
"ŝtup","阶","basic","0","20","6","4","0.667","6","-2.645"
"sum","总","basic","0","19","9","3","0.333","9","-2.196"
"teler","盘","basic","0","15","11","5","0.455","11","-1.809"
"terur","恐","basic","0","8","10","5","0.5","10","-1.347"
"tond","剪","basic","0","20","11","4","0.364","11","-2.054"
"traf","击","basic","0","23","5","4","0.8","5","-2.918"
"tru","穴","basic","0","48","5","3","0.6","5","-3.572"
"vapor","汽","basic","0","42","7","5","0.714","7","-3.275"
"vast","广","basic","0","31","3","4","1.333","3","-3.566"
"vin","酒","basic","0","68","10","3","0.3","10","-3.324"
"voĉ","声","basic","0","55","7","3","0.429","7","-3.454"
"di","神","basic","0","63","9","2","0.222","9","-3.325"
"fend","裂","basic","0","36","12","4","0.333","12","-2.511"
"fot","拍","basic","0","87","8","3","0.375","8","-3.79"
"inkluziv","含","basic","0","7","7","8","1.143","7","-1.722"
"koleg","伴","basic","0","7","7","5","0.714","7","-1.594"
"komput","算","basic","0","37","14","6","0.429","14","-2.366"
"kontakt","接","basic","0","23","11","7","0.636","11","-2.269"
"kotiz","纳","basic","0","12","7","5","0.714","7","-2.079"
"novel","篇","basic","0","3","15","5","0.333","15","0.014"
"registr","录","basic","0","33","8","7","0.875","8","-2.989"
"rezerv","储","basic","0","29","12","6","0.5","12","-2.351"
"sonor","响","basic","0","23","9","5","0.556","9","-2.445"
"strek","划","basic","0","38","6","5","0.833","6","-3.313"
"taŭg","适","basic","0","14","9","4","0.444","9","-1.941"
"akir","获","basic","0","21","10","4","0.4","10","-2.211"
"akompan","陪","basic","0","9","10","7","0.7","10","-1.513"
"akr","锐","basic","0","26","12","3","0.25","12","-2.171"
"anonc","宣","basic","0","15","9","5","0.556","9","-2.039"
"aparten","属","basic","0","6","12","7","0.583","12","-0.921"
"apog","支","basic","0","23","4","4","1","4","-3.078"
"aprob","肯","basic","0","9","8","5","0.625","8","-1.69"
"arm","武","basic","0","39","8","3","0.375","8","-3.001"
"atak","攻","basic","0","23","7","4","0.571","7","-2.649"
"avert","警","basic","0","5","19","5","0.263","19","0.029"
"bar","障","basic","0","32","13","3","0.231","13","-2.266"
"baston","棒","basic","0","32","12","6","0.5","12","-2.447"
"blov","吹","basic","0","31","7","4","0.571","7","-2.937"
"bol","沸","basic","0","22","8","3","0.375","8","-2.448"
"botel","瓶","basic","0","32","10","5","0.5","10","-2.647"
"branĉ","枝","basic","0","24","8","5","0.625","8","-2.606"
"buton","扣","basic","0","20","6","5","0.833","6","-2.694"
"ĉapitr","章","basic","0","1","11","6","0.545","11","0.243"
"ĉas","猎","basic","0","44","11","3","0.273","11","-2.789"
"ĉemiz","衫","basic","0","14","8","5","0.625","8","-2.096"
"cifer","数","basic","0","25","13","5","0.385","13","-2.074"
"danc","舞","basic","0","31","14","4","0.286","14","-2.152"
